Topic_Num,Topic_Perc_Contrib,Topic_Keywords,Page
0.0,0.8707,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Botanical_terms.txt
0.0,0.8612,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Chaetoceros.txt
0.0,0.8583,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Zoid.txt
0.0,0.8377,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Ants.txt
0.0,0.8377,"species, plants, plant, animals, food, animal, population, fish, organisms, found",ants.txt
0.0,0.8326,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Millipede.txt
0.0,0.8252,"species, plants, plant, animals, food, animal, population, fish, organisms, found",arachnid.txt
0.0,0.8222,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Crustaceans.txt
0.0,0.8152,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Mimicry.txt
0.0,0.8115,"species, plants, plant, animals, food, animal, population, fish, organisms, found",epicarp.txt
1.0,0.8699,"research, management, social, systems, design, development, science, system, information, process",Project_management.txt
1.0,0.8463,"research, management, social, systems, design, development, science, system, information, process","Association_of_Technology,_Management,_and_Applied_Engineering.txt"
1.0,0.8414,"research, management, social, systems, design, development, science, system, information, process",Systems_scientists.txt
1.0,0.8414,"research, management, social, systems, design, development, science, system, information, process",Systems_science.txt
1.0,0.8349,"research, management, social, systems, design, development, science, system, information, process",Team_building.txt
1.0,0.8266,"research, management, social, systems, design, development, science, system, information, process",business_process_reengineering.txt
1.0,0.8256,"research, management, social, systems, design, development, science, system, information, process",Instructional_design.txt
1.0,0.8255,"research, management, social, systems, design, development, science, system, information, process",Virtual_management.txt
1.0,0.8214,"research, management, social, systems, design, development, science, system, information, process",Enterprise_systems_engineering.txt
1.0,0.8168,"research, management, social, systems, design, development, science, system, information, process",Organization_design.txt
2.0,0.946,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Derivative.txt
2.0,0.9433,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Hooke's_Law.txt
2.0,0.9351,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",magnetic_field.txt
2.0,0.9282,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Wave.txt
2.0,0.919,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",refractive_index.txt
2.0,0.918,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Quantum_logic_gates.txt
2.0,0.9167,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",normal_distribution.txt
2.0,0.915,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",electronic_band_structure.txt
2.0,0.9116,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",nearly_free_electron_model.txt
2.0,0.9116,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",wavelengths.txt
3.0,0.9006,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",leukemia.txt
3.0,0.8873,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",inflammation.txt
3.0,0.8777,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",coagulation.txt
3.0,0.8729,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",estrogen.txt
3.0,0.867,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",endotoxins.txt
3.0,0.8645,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",cancer_treatments.txt
3.0,0.8624,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Oncolytic_virus.txt
3.0,0.8534,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",gene_expression.txt
3.0,0.8511,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Staphylococcus_aureus.txt
3.0,0.85,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",rotavirus.txt
4.0,0.8859,"world, country, population, war, government, people, state, national, europe, largest",Anatolia.txt
4.0,0.8806,"world, country, population, war, government, people, state, national, europe, largest",Assyria.txt
4.0,0.84,"world, country, population, war, government, people, state, national, europe, largest",Byzantine.txt
4.0,0.84,"world, country, population, war, government, people, state, national, europe, largest",Eastern_Roman_Empire.txt
4.0,0.8373,"world, country, population, war, government, people, state, national, europe, largest",Inner_Mongolia.txt
4.0,0.8338,"world, country, population, war, government, people, state, national, europe, largest",Korea.txt
4.0,0.8255,"world, country, population, war, government, people, state, national, europe, largest",Spain.txt
4.0,0.8243,"world, country, population, war, government, people, state, national, europe, largest",Middle_East.txt
4.0,0.8195,"world, country, population, war, government, people, state, national, europe, largest",Ancient.txt
4.0,0.8193,"world, country, population, war, government, people, state, national, europe, largest",Southeast_Asia.txt
5.0,0.732,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Global_Methane_Initiative.txt
5.0,0.7226,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",International_Resource_Panel.txt
5.0,0.7132,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Sustainable_biofuel.txt
5.0,0.7046,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Solid_waste_policy_in_the_United_States.txt
5.0,0.7023,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",BECCS.txt
5.0,0.6969,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",waste.txt
5.0,0.6935,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",land_footprint.txt
5.0,0.6826,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",food_waste.txt
5.0,0.6805,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",ecological_footprint.txt
5.0,0.6755,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",garden_waste.txt
6.0,0.7679,"university, work, art, american, published, book, time, history, new_york, life",Pablo_Picasso.txt
6.0,0.7579,"university, work, art, american, published, book, time, history, new_york, life",Joseph_Cornell.txt
6.0,0.7408,"university, work, art, american, published, book, time, history, new_york, life",Dennis.txt
6.0,0.7341,"university, work, art, american, published, book, time, history, new_york, life",Clinton.txt
6.0,0.733,"university, work, art, american, published, book, time, history, new_york, life",Chuck_Palahniuk.txt
6.0,0.7272,"university, work, art, american, published, book, time, history, new_york, life",Friedrich_Hoffmann.txt
6.0,0.7261,"university, work, art, american, published, book, time, history, new_york, life",Marcel_Duchamp.txt
6.0,0.7239,"university, work, art, american, published, book, time, history, new_york, life",Jeff_Wassmann.txt
6.0,0.7211,"university, work, art, american, published, book, time, history, new_york, life",John_Evelyn.txt
6.0,0.7186,"university, work, art, american, published, book, time, history, new_york, life",Varg_Vikernes.txt
7.0,0.9564,"philosophy, theory, social, human, world, language, political, nature, history, thought",Madhyamaka.txt
7.0,0.9451,"philosophy, theory, social, human, world, language, political, nature, history, thought",Vedanta.txt
7.0,0.9437,"philosophy, theory, social, human, world, language, political, nature, history, thought",Advaita.txt
7.0,0.9352,"philosophy, theory, social, human, world, language, political, nature, history, thought",Samkhya.txt
7.0,0.9307,"philosophy, theory, social, human, world, language, political, nature, history, thought",Sunyata.txt
7.0,0.9194,"philosophy, theory, social, human, world, language, political, nature, history, thought",Anekantavada.txt
7.0,0.9135,"philosophy, theory, social, human, world, language, political, nature, history, thought",Reasonism.txt
7.0,0.9135,"philosophy, theory, social, human, world, language, political, nature, history, thought",Rationalism.txt
7.0,0.9111,"philosophy, theory, social, human, world, language, political, nature, history, thought",Yogacara.txt
7.0,0.9101,"philosophy, theory, social, human, world, language, political, nature, history, thought",Svatantrika.txt
8.0,0.8884,"data, computer, technology, media, information, company, software, design, system, digital",DOS.txt
8.0,0.8804,"data, computer, technology, media, information, company, software, design, system, digital",windows.txt
8.0,0.8603,"data, computer, technology, media, information, company, software, design, system, digital",SD_cards.txt
8.0,0.829,"data, computer, technology, media, information, company, software, design, system, digital",Objective-C.txt
8.0,0.8153,"data, computer, technology, media, information, company, software, design, system, digital",Windows_XP.txt
8.0,0.8126,"data, computer, technology, media, information, company, software, design, system, digital",desktop_publishing.txt
8.0,0.8068,"data, computer, technology, media, information, company, software, design, system, digital",digital_camera.txt
8.0,0.8034,"data, computer, technology, media, information, company, software, design, system, digital",Regeneration_buffer.txt
8.0,0.7882,"data, computer, technology, media, information, company, software, design, system, digital",emulators.txt
8.0,0.7873,"data, computer, technology, media, information, company, software, design, system, digital",Video.txt
9.0,0.9758,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",List_of_inorganic_compounds.txt
9.0,0.8994,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Actinide.txt
9.0,0.8939,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Reactive_nonmetal.txt
9.0,0.8804,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",post-transition_metal.txt
9.0,0.879,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Protactinium.txt
9.0,0.8736,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Neptunium.txt
9.0,0.8706,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",hydroxides.txt
9.0,0.8643,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",oxides.txt
9.0,0.8641,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",organoboron.txt
9.0,0.8638,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Berkelium.txt
10.0,0.9021,"made, material, materials, process, water, concrete, high, glass, plastic, wood",shoddy.txt
10.0,0.844,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Chisel.txt
10.0,0.8367,"made, material, materials, process, water, concrete, high, glass, plastic, wood",paints.txt
10.0,0.8367,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Paint.txt
10.0,0.8367,"made, material, materials, process, water, concrete, high, glass, plastic, wood",paint.txt
10.0,0.8261,"made, material, materials, process, water, concrete, high, glass, plastic, wood",masonry.txt
10.0,0.8225,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Strapping.txt
10.0,0.8168,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Textiles.txt
10.0,0.8168,"made, material, materials, process, water, concrete, high, glass, plastic, wood",cloth.txt
10.0,0.8077,"made, material, materials, process, water, concrete, high, glass, plastic, wood",stamped_concrete.txt
11.0,0.8702,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",lakes.txt
11.0,0.8602,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Erosion.txt
11.0,0.8601,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Retreat_of_glaciers_since_1850.txt
11.0,0.8116,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",North_Pacific_Subtropical_Gyre.txt
11.0,0.8017,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",subduction.txt
11.0,0.7998,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",ENSO.txt
11.0,0.799,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Paleotempestology.txt
11.0,0.7934,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",sedimentary.txt
11.0,0.7924,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",estuarine.txt
11.0,0.7923,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",water_cycle.txt
12.0,0.8914,"city, university, state, area, park, national, school, road, cities, urban",Interstate_10.txt
12.0,0.8781,"city, university, state, area, park, national, school, road, cities, urban",Interstate_45.txt
12.0,0.8612,"city, university, state, area, park, national, school, road, cities, urban","Raleigh-Durham,_North_Carolina.txt"
12.0,0.8553,"city, university, state, area, park, national, school, road, cities, urban",Two-lane_expressway.txt
12.0,0.8493,"city, university, state, area, park, national, school, road, cities, urban",Parkway.txt
12.0,0.8442,"city, university, state, area, park, national, school, road, cities, urban",Ring_road.txt
12.0,0.8426,"city, university, state, area, park, national, school, road, cities, urban","Fuchu,_Tokyo.txt"
12.0,0.829,"city, university, state, area, park, national, school, road, cities, urban","Alameda_County,_California.txt"
12.0,0.8193,"city, university, state, area, park, national, school, road, cities, urban",Reversible_lane.txt
12.0,0.8103,"city, university, state, area, park, national, school, road, cities, urban",Richmond.txt
13.0,0.87,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",fuel_injection.txt
13.0,0.8551,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",diesel_engine.txt
13.0,0.8495,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Solar_vehicle.txt
13.0,0.8434,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",unit_injector.txt
13.0,0.8432,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Hybrid_electric_vehicle.txt
13.0,0.8404,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Bi-fuel_vehicle.txt
13.0,0.8386,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Electric_aircraft.txt
13.0,0.8373,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",hybrid_vehicle.txt
13.0,0.8351,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",diesel_locomotive.txt
13.0,0.8182,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",gas_turbines.txt
14.0,0.9015,"economic, government, law, public, market, company, international, united_states, state, countries",Dodd–Frank_Wall_Street_Reform_and_Consumer_Protection_Act.txt
14.0,0.8533,"economic, government, law, public, market, company, international, united_states, state, countries",Financial_crisis_of_2007–08.txt
14.0,0.8504,"economic, government, law, public, market, company, international, united_states, state, countries",Privately_held_company.txt
14.0,0.8497,"economic, government, law, public, market, company, international, united_states, state, countries",Insolvency_law.txt
14.0,0.8461,"economic, government, law, public, market, company, international, united_states, state, countries",Corporate_law.txt
14.0,0.8452,"economic, government, law, public, market, company, international, united_states, state, countries",Supervisory_board.txt
14.0,0.8452,"economic, government, law, public, market, company, international, united_states, state, countries",Limited_liability_company.txt
14.0,0.845,"economic, government, law, public, market, company, international, united_states, state, countries",Liquidation.txt
14.0,0.8251,"economic, government, law, public, market, company, international, united_states, state, countries",Joint-stock_company.txt
14.0,0.8228,"economic, government, law, public, market, company, international, united_states, state, countries",Insider_dealing.txt
